index	identifier	sum_stat	mark	detail	target	assay	feature_names
2781	ENCFF831WLO	mean	CHIP	H3K4me1:Parathyroid adenoma male adult (62 years)	H3K4me1	Histone ChIP-seq	f_2781
2782	ENCFF725SHA	mean	CHIP	CTCF:tibial nerve male adult (37 years)	CTCF	TF ChIP-seq	f_2782
2783	ENCFF938RYF	mean	CHIP	H3K4me3:A673	H3K4me3	Histone ChIP-seq	f_2783
2784	ENCFF065SHH	mean	CHIP	ZFX:MCF-7	ZFX	TF ChIP-seq	f_2784
2785	ENCFF085FZW	mean	CHIP	H3K36me3:CD4-positive, CD25-positive, alpha-beta regulatory T cell	H3K36me3	Histone ChIP-seq	f_2785
2786	ENCFF724KWV	mean	CHIP	NFATC3:GM12878	NFATC3	TF ChIP-seq	f_2786
2787	ENCFF777GYB	mean	CHIP	H3K9me3:neutrophil male	H3K9me3	Histone ChIP-seq	f_2787
2788	ENCFF175TOT	mean	CHIP	H3K36me3:IMR-90	H3K36me3	Histone ChIP-seq	f_2788
2789	ENCFF015VNH	mean	CHIP	H3K27ac:stomach male child (3 years)	H3K27ac	Histone ChIP-seq	f_2789
2790	ENCFF622TRE	mean	CHIP	H3K4me3:mucosa of stomach male adult (59 years)	H3K4me3	Histone ChIP-seq	f_2790
2791	ENCFF270FRB	mean	CHIP	H3K4me3:common myeloid progenitor, CD34-positive male adult (36 years)	H3K4me3	Histone ChIP-seq	f_2791
2792	ENCFF852BNY	mean	CHIP	H3K4me1:H7-hESC	H3K4me1	Histone ChIP-seq	f_2792
2793	ENCFF221FZH	mean	CHIP	H3K9me3:KOPT-K1	H3K9me3	Histone ChIP-seq	f_2793
2794	ENCFF203URF	mean	CHIP	H3K4me1:heart left ventricle female adult (53 years)	H3K4me1	Histone ChIP-seq	f_2794
2795	ENCFF871QBB	mean	CHIP	H3K27ac:kidney male adult (50 years)	H3K27ac	Histone ChIP-seq	f_2795
2796	ENCFF866ZIT	mean	CHIP	H3K27me3:neurosphere female embryo (17 weeks) originated from cortex	H3K27me3	Histone ChIP-seq	f_2796
2797	ENCFF282EYD	mean	CHIP	H3K9me3:mesenchymal stem cell originated from adipose tissue	H3K9me3	Histone ChIP-seq	f_2797
2798	ENCFF385ZWT	mean	CHIP	ZNF407:K562	ZNF407	TF ChIP-seq	f_2798
2799	ENCFF028VTH	mean	CHIP	E4F1:GM12878	E4F1	TF ChIP-seq	f_2799
2800	ENCFF439AAR	mean	CHIP	H3K14ac:H9	H3K14ac	Histone ChIP-seq	f_2800
2801	ENCFF861GEB	mean	CHIP	eGFP-ZNF239:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF239	TF ChIP-seq	f_2801
2802	ENCFF340UTP	mean	CHIP	eGFP-ADNP:K562 genetically modified using stable transfection	eGFP-ADNP	TF ChIP-seq	f_2802
2803	ENCFF912RES	mean	CHIP	H3K4me3:PC-9	H3K4me3	Histone ChIP-seq	f_2803
2804	ENCFF293LNG	mean	CHIP	3xFLAG-MXD4:HepG2 genetically modified using CRISPR	NA	NA	f_2804
2805	ENCFF516NRP	mean	CHIP	H3K9me3:regulatory T cell originated from blood cell	H3K9me3	Histone ChIP-seq	f_2805
2806	ENCFF748XLQ	mean	CHIP	H3K4me3:mesendoderm originated from H1-hESC	H3K4me3	Histone ChIP-seq	f_2806
2807	ENCFF651AAI	mean	CHIP	eGFP-RBAK:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-RBAK	TF ChIP-seq	f_2807
2808	ENCFF834AZA	mean	CHIP	H3K9ac:H1-hESC	H3K9ac	Histone ChIP-seq	f_2808
2809	ENCFF828IPR	mean	CHIP	IKZF1:GM12878	IKZF1	TF ChIP-seq	f_2809
2810	ENCFF771GOX	mean	CHIP	H3K9me3:ascending aorta female adult (51 year)	H3K9me3	Histone ChIP-seq	f_2810
2811	ENCFF490DDF	mean	CHIP	H3K27me3:peripheral blood mononuclear cell male adult (28 years)	H3K27me3	Histone ChIP-seq	f_2811
2812	ENCFF695KSV	mean	CHIP	POLR2AphosphoS5:prostate gland male adult (54 years)	POLR2AphosphoS5	TF ChIP-seq	f_2812
2813	ENCFF349YSW	mean	CHIP	H3K79me1:H1-hESC	H3K79me1	Histone ChIP-seq	f_2813
2814	ENCFF816CTI	mean	CHIP	H3K9me3:heart left ventricle male child (3 years)	H3K9me3	Histone ChIP-seq	f_2814
2815	ENCFF139MUH	mean	CHIP	RAD51:MCF-7	RAD51	TF ChIP-seq	f_2815
2816	ENCFF735SZZ	mean	CHIP	H3K4me3:hepatocyte originated from H9	H3K4me3	Histone ChIP-seq	f_2816
2817	ENCFF149NUT	mean	CHIP	POLR2AphosphoS5:esophagus muscularis mucosa female adult (51 year)	POLR2AphosphoS5	TF ChIP-seq	f_2817
2818	ENCFF758PXZ	mean	CHIP	eGFP-PRDM4:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-PRDM4	TF ChIP-seq	f_2818
2819	ENCFF996JSH	mean	CHIP	H3K4me1:cingulate gyrus male adult (81 year)	H3K4me1	Histone ChIP-seq	f_2819
2820	ENCFF312ENS	mean	CHIP	H3K4me3:peripheral blood mononuclear cell male adult (27 years)	H3K4me3	Histone ChIP-seq	f_2820
2821	ENCFF970RKM	mean	CHIP	H3K27ac:coronary artery female adult (53 years)	H3K27ac	Histone ChIP-seq	f_2821
2822	ENCFF614GXY	mean	CHIP	TCF7:HepG2	TCF7	TF ChIP-seq	f_2822
2823	ENCFF536MBM	mean	CHIP	H4K8ac:IMR-90	H4K8ac	Histone ChIP-seq	f_2823
2824	ENCFF406JQM	mean	CHIP	H3K27me3:neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K27me3	Histone ChIP-seq	f_2824
2825	ENCFF717RHJ	mean	CHIP	SOX13:HepG2	SOX13	TF ChIP-seq	f_2825
2826	ENCFF174ISN	mean	CHIP	eGFP-GFI1B:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-GFI1B	TF ChIP-seq	f_2826
2827	ENCFF352PXN	mean	CHIP	HNF4A:liver female child (4 years)	HNF4A	TF ChIP-seq	f_2827
2828	ENCFF024AYJ	mean	CHIP	H3K36me3:sigmoid colon male adult (34 years)	H3K36me3	Histone ChIP-seq	f_2828
2829	ENCFF386YEM	mean	CHIP	DDX20:K562	DDX20	TF ChIP-seq	f_2829
2830	ENCFF478GLT	mean	CHIP	H3K4me3:endodermal cell originated from HUES64	H3K4me3	Histone ChIP-seq	f_2830
2831	ENCFF116RGG	mean	CHIP	H3K9me3:stomach female embryo (96 days)	H3K9me3	Histone ChIP-seq	f_2831
2832	ENCFF696UYH	mean	CHIP	H3K27ac:mucosa of rectum female adult (61 year)	H3K27ac	Histone ChIP-seq	f_2832
2833	ENCFF787GTX	mean	CHIP	H3K27ac:OCI-LY7	H3K27ac	Histone ChIP-seq	f_2833
2834	ENCFF197LVG	mean	CHIP	eGFP-ZNF558:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF558	TF ChIP-seq	f_2834
2835	ENCFF380SRO	mean	CHIP	H3K4me3:spleen male child (3 years)	H3K4me3	Histone ChIP-seq	f_2835
2836	ENCFF042FPP	mean	CHIP	H3K9ac:middle frontal area 46 female adult (75 years)	H3K9ac	Histone ChIP-seq	f_2836
2837	ENCFF399GPT	mean	CHIP	H3K14ac:mesenchymal stem cell originated from H1-hESC	H3K14ac	Histone ChIP-seq	f_2837
2838	ENCFF447WWY	mean	CHIP	eGFP-ZKSCAN8:K562 genetically modified using CRISPR	eGFP-ZKSCAN8	TF ChIP-seq	f_2838
2839	ENCFF520NLE	mean	CHIP	H3K27ac:neural progenitor cell originated from H9	H3K27ac	Histone ChIP-seq	f_2839
2840	ENCFF295ABZ	mean	CHIP	H3K36me3:OCI-LY1	H3K36me3	Histone ChIP-seq	f_2840
2841	ENCFF012HNX	mean	CHIP	H3K4me1:muscle of leg female embryo (110 days)	H3K4me1	Histone ChIP-seq	f_2841
2842	ENCFF788JCR	mean	CHIP	H3K36me3:chorion female embryo (40 weeks)	H3K36me3	Histone ChIP-seq	f_2842
2843	ENCFF597VCD	mean	CHIP	H3K4me1:pancreas male adult (34 years)	H3K4me1	Histone ChIP-seq	f_2843
2844	ENCFF975JDY	mean	CHIP	H3K36me3:peripheral blood mononuclear cell male adult (28 years)	H3K36me3	Histone ChIP-seq	f_2844
2845	ENCFF755ULT	mean	CHIP	H3K36me3:urinary bladder male adult (34 years)	H3K36me3	Histone ChIP-seq	f_2845
2846	ENCFF131IDT	mean	CHIP	ZKSCAN1:MCF-7	ZKSCAN1	TF ChIP-seq	f_2846
2847	ENCFF952XPH	mean	CHIP	CTCF:adrenal gland male adult (54 years)	CTCF	TF ChIP-seq	f_2847
2848	ENCFF632ENA	mean	CHIP	CTCF:esophagus squamous epithelium male adult (54 years)	CTCF	TF ChIP-seq	f_2848
2849	ENCFF808ARD	mean	CHIP	eGFP-ZNF280D:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF280D	TF ChIP-seq	f_2849
2850	ENCFF227FWU	mean	CHIP	H3K9me3:placenta embryo (16 weeks)	H3K9me3	Histone ChIP-seq	f_2850
2851	ENCFF402QOD	mean	CHIP	H3K9me3:T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin	H3K9me3	Histone ChIP-seq	f_2851
2852	ENCFF688OAQ	mean	CHIP	SIN3B:HepG2	SIN3B	TF ChIP-seq	f_2852
2853	ENCFF353AHL	mean	CHIP	H3K9me3:CD4-positive, alpha-beta T cell	H3K9me3	Histone ChIP-seq	f_2853
2854	ENCFF866FPE	mean	CHIP	H3K4me1:neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K4me1	Histone ChIP-seq	f_2854
2855	ENCFF507TJP	mean	CHIP	H3K27me3:skeletal muscle tissue female adult (72 years)	H3K27me3	Histone ChIP-seq	f_2855
2856	ENCFF515SJR	mean	CHIP	H3K27ac:small intestine male child (3 years)	H3K27ac	Histone ChIP-seq	f_2856
2857	ENCFF984WOD	mean	CHIP	H3K9me3:lung female embryo (120 days)	H3K9me3	Histone ChIP-seq	f_2857
2858	ENCFF922ZYU	mean	CHIP	3xFLAG-RCOR2:HepG2 genetically modified using CRISPR	3xFLAG-RCOR2	TF ChIP-seq	f_2858
2859	ENCFF888TUQ	mean	CHIP	H3K4me1:adrenal gland male adult (37 years)	H3K4me1	Histone ChIP-seq	f_2859
2860	ENCFF883XTW	mean	CHIP	H3K9me3:lung male child (3 years)	H3K9me3	Histone ChIP-seq	f_2860
2861	ENCFF698MQR	mean	CHIP	H3K27me3:common myeloid progenitor, CD34-positive male adult (42 years)	H3K27me3	Histone ChIP-seq	f_2861
2862	ENCFF891SNS	mean	CHIP	H3K27ac:heart left ventricle male adult (32 years)	H3K27ac	Histone ChIP-seq	f_2862
2863	ENCFF151YYY	mean	CHIP	H3K4me3:liver male adult (31 year)	H3K4me3	Histone ChIP-seq	f_2863
2864	ENCFF151LGF	mean	CHIP	UBTF:GM12878	UBTF	TF ChIP-seq	f_2864
2865	ENCFF012GTV	mean	CHIP	H3K4me1:kidney female embryo (120 days)	H3K4me1	Histone ChIP-seq	f_2865
2866	ENCFF319XGW	mean	CHIP	CTCF:C4-2B	CTCF	TF ChIP-seq	f_2866
2867	ENCFF841UXV	mean	CHIP	eGFP-ZBTB20:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZBTB20	TF ChIP-seq	f_2867
2868	ENCFF650WAB	mean	CHIP	H3K36me3:liver male adult (31 year)	H3K36me3	Histone ChIP-seq	f_2868
2869	ENCFF341SIR	mean	CHIP	H3K4me1:DOHH2	H3K4me1	Histone ChIP-seq	f_2869
2870	ENCFF257PJW	mean	CHIP	MNT:MCF-7	MNT	TF ChIP-seq	f_2870
2871	ENCFF633ZFV	mean	CHIP	H3F3A:PC-3	H3F3A	Histone ChIP-seq	f_2871
2872	ENCFF052LIP	mean	CHIP	H3K9me3:MM.1S	H3K9me3	Histone ChIP-seq	f_2872
2873	ENCFF862HTP	mean	CHIP	eGFP-ZNF501:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF501	TF ChIP-seq	f_2873
2874	ENCFF255THX	mean	CHIP	eGFP-ZNF101:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF101	TF ChIP-seq	f_2874
2875	ENCFF556AXQ	mean	CHIP	3xFLAG-GABPB1:HepG2 genetically modified using CRISPR	3xFLAG-GABPB1	TF ChIP-seq	f_2875
2876	ENCFF171QBI	mean	CHIP	eGFP-ZNF395:K562 genetically modified using CRISPR	eGFP-ZNF395	TF ChIP-seq	f_2876
2877	ENCFF382GFP	mean	CHIP	H2BK20ac:H1-hESC	H2BK20ac	Histone ChIP-seq	f_2877
2878	ENCFF184HFT	mean	CHIP	H3K9me2:DOHH2	H3K9me2	Histone ChIP-seq	f_2878
2879	ENCFF318NHJ	mean	CHIP	POLR2AphosphoS5:suprapubic skin male adult (37 years)	POLR2AphosphoS5	TF ChIP-seq	f_2879
2880	ENCFF915MLY	mean	CHIP	CTCF:Loucy	CTCF	TF ChIP-seq	f_2880
2881	ENCFF289QWH	mean	CHIP	eGFP-ZNF140:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF140	TF ChIP-seq	f_2881
2882	ENCFF730TAM	mean	CHIP	SRSF1:HepG2	SRSF1	TF ChIP-seq	f_2882
2883	ENCFF725DVY	mean	CHIP	FOXK2:MCF-7	FOXK2	TF ChIP-seq	f_2883
2884	ENCFF385YHK	mean	CHIP	ZNF217:MCF-7	ZNF217	TF ChIP-seq	f_2884
2885	ENCFF849NRD	mean	CHIP	H3K36me3:spleen male adult (34 years)	H3K36me3	Histone ChIP-seq	f_2885
2886	ENCFF293ASZ	mean	CHIP	H3K4me3:lung female adult (30 years)	H3K4me3	Histone ChIP-seq	f_2886
2887	ENCFF999DUA	mean	CHIP	eGFP-ZNF266:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF266	TF ChIP-seq	f_2887
2888	ENCFF524RRF	mean	CHIP	H3K4me1:CD4-positive, alpha-beta T cell male adult (37 years)	H3K4me1	Histone ChIP-seq	f_2888
2889	ENCFF986LBH	mean	CHIP	H3K36me3:iPS-18a female adult (48 years)	H3K36me3	Histone ChIP-seq	f_2889
2890	ENCFF558MRF	mean	CHIP	eGFP-SP7:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-SP7	TF ChIP-seq	f_2890
2891	ENCFF034IDS	mean	CHIP	SIN3A:MCF-7	SIN3A	TF ChIP-seq	f_2891
2892	ENCFF423FWZ	mean	CHIP	CTCF:tibial nerve female adult (53 years)	CTCF	TF ChIP-seq	f_2892
2893	ENCFF528YPX	mean	CHIP	CBX2:A549	CBX2	TF ChIP-seq	f_2893
2894	ENCFF294JNU	mean	CHIP	BMI1:GM12878	BMI1	TF ChIP-seq	f_2894
2895	ENCFF202TKU	mean	CHIP	H3K9ac:HUES64	H3K9ac	Histone ChIP-seq	f_2895
2896	ENCFF155KWT	mean	CHIP	H3K27me3:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H3K27me3	Histone ChIP-seq	f_2896
2897	ENCFF972TRW	mean	CHIP	POLR2A:sigmoid colon male adult (54 years)	POLR2A	TF ChIP-seq	f_2897
2898	ENCFF646APT	mean	CHIP	H3K23ac:mesendoderm originated from H1-hESC	H3K23ac	Histone ChIP-seq	f_2898
2899	ENCFF313DOD	mean	CHIP	H3K27ac:mesendoderm originated from H1-hESC	H3K27ac	Histone ChIP-seq	f_2899
2900	ENCFF182ZBH	mean	CHIP	ESRRA:A549	ESRRA	TF ChIP-seq	f_2900
2901	ENCFF424TNY	mean	CHIP	H3K9me2:Karpas-422	H3K9me2	Histone ChIP-seq	f_2901
2902	ENCFF372CGE	mean	CHIP	H3K4me1:chorionic villus male embryo (38 weeks)	H3K4me1	Histone ChIP-seq	f_2902
2903	ENCFF507TJE	mean	CHIP	TRIM28:K562	TRIM28	TF ChIP-seq	f_2903
2904	ENCFF431PNC	mean	CHIP	H4K20me1:HCT116	H4K20me1	Histone ChIP-seq	f_2904
2905	ENCFF940ZCU	mean	CHIP	H3K27me3:KMS-11	H3K27me3	Histone ChIP-seq	f_2905
2906	ENCFF697CGU	mean	CHIP	H3K4me1:rectal smooth muscle tissue female adult (50 years)	H3K4me1	Histone ChIP-seq	f_2906
2907	ENCFF392XNK	mean	CHIP	H3K27me3:ACC112	H3K27me3	Histone ChIP-seq	f_2907
2908	ENCFF457RHX	mean	CHIP	eGFP-ELF1:MCF-7 genetically modified using stable transfection	eGFP-ELF1	TF ChIP-seq	f_2908
2909	ENCFF986RVV	mean	CHIP	NONO:HepG2	NONO	TF ChIP-seq	f_2909
2910	ENCFF356QHS	mean	CHIP	H3K4ac:neural stem progenitor cell originated from H1-hESC	H3K4ac	Histone ChIP-seq	f_2910
2911	ENCFF141YAA	mean	CHIP	H3K36me3:H1-hESC	H3K36me3	Histone ChIP-seq	f_2911
2912	ENCFF402HML	mean	CHIP	H3K4me3:temporal lobe female adult (75 years)	H3K4me3	Histone ChIP-seq	f_2912
2913	ENCFF944QYL	mean	CHIP	eGFP-ZNF423:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF423	TF ChIP-seq	f_2913
2914	ENCFF860ARQ	mean	CHIP	H3K4me1:esophagus female adult (30 years)	H3K4me1	Histone ChIP-seq	f_2914
2915	ENCFF547MCY	mean	CHIP	H3K9me3:placenta male embryo (16 weeks)	H3K9me3	Histone ChIP-seq	f_2915
2916	ENCFF139FPN	mean	CHIP	H3K27me3:brain female embryo (120 days)	H3K27me3	Histone ChIP-seq	f_2916
2917	ENCFF639TZJ	mean	CHIP	H3K4me1:temporal lobe female adult (75 years)	H3K4me1	Histone ChIP-seq	f_2917
2918	ENCFF851LAU	mean	CHIP	H3K9me3:tibial nerve female adult (53 years)	H3K9me3	Histone ChIP-seq	f_2918
2919	ENCFF285HWO	mean	CHIP	H3K4me3:GM23248	H3K4me3	Histone ChIP-seq	f_2919
2920	ENCFF484LUS	mean	CHIP	U2AF2:K562	U2AF2	TF ChIP-seq	f_2920
2921	ENCFF015BTM	mean	CHIP	H3K4me1:thymus female embryo (110 days)	H3K4me1	Histone ChIP-seq	f_2921
2922	ENCFF608OBE	mean	CHIP	ATF3:liver male adult (32 years)	ATF3	TF ChIP-seq	f_2922
2923	ENCFF965PJE	mean	CHIP	H3K4me1:heart male embryo (105 days)	H3K4me1	Histone ChIP-seq	f_2923
2924	ENCFF676UZG	mean	CHIP	H3K4me1:placenta male embryo (16 weeks)	H3K4me1	Histone ChIP-seq	f_2924
2925	ENCFF859MJW	mean	CHIP	eGFP-ZBTB8A:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZBTB8A	TF ChIP-seq	f_2925
2926	ENCFF107JGL	mean	CHIP	H3K36me3:Parathyroid adenoma male adult (62 years)	H3K36me3	Histone ChIP-seq	f_2926
2927	ENCFF648CVA	mean	CHIP	H3K4me1:placental basal plate female embryo (40 weeks)	H3K4me1	Histone ChIP-seq	f_2927
2928	ENCFF684BHN	mean	CHIP	H3K4me3:foreskin melanocyte male newborn	H3K4me3	Histone ChIP-seq	f_2928
2929	ENCFF452UOZ	mean	CHIP	SMC3:A549	SMC3	TF ChIP-seq	f_2929
2930	ENCFF667SCC	mean	CHIP	eGFP-GLIS1:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-GLIS1	TF ChIP-seq	f_2930
2931	ENCFF948WAI	mean	CHIP	H3K36me3:trophoblast female embryo (40 weeks)	H3K36me3	Histone ChIP-seq	f_2931
2932	ENCFF887GWM	mean	CHIP	CTCF:spleen female adult (51 year)	CTCF	TF ChIP-seq	f_2932
2933	ENCFF797UHN	mean	CHIP	H3K4me1:peripheral blood mononuclear cell male adult (32 years)	H3K4me1	Histone ChIP-seq	f_2933
2934	ENCFF367WTF	mean	CHIP	RAD51:GM12878	RAD51	TF ChIP-seq	f_2934
2935	ENCFF911MEH	mean	CHIP	eGFP-ZNF662:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF662	TF ChIP-seq	f_2935
2936	ENCFF115FSX	mean	CHIP	CTCF:body of pancreas female adult (53 years)	CTCF	TF ChIP-seq	f_2936
2937	ENCFF246UAN	mean	CHIP	H3K9me2:hepatocyte originated from H9	H3K9me2	Histone ChIP-seq	f_2937
2938	ENCFF324STM	mean	CHIP	H3K79me2:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H3K79me2	Histone ChIP-seq	f_2938
2939	ENCFF390MQD	mean	CHIP	POLR2A:thyroid gland female adult (53 years)	POLR2A	TF ChIP-seq	f_2939
2940	ENCFF351YKP	mean	CHIP	H3K9ac:duodenal mucosa male adult (76 years)	H3K9ac	Histone ChIP-seq	f_2940
2941	ENCFF531GSL	mean	CHIP	H2AFZ:trophoblast cell originated from H1-hESC	H2AFZ	Histone ChIP-seq	f_2941
2942	ENCFF041PBD	mean	CHIP	3xFLAG-ZBTB25:HepG2 genetically modified using CRISPR	3xFLAG-ZBTB25	TF ChIP-seq	f_2942
2943	ENCFF079DVI	mean	CHIP	H3K27me3:naive thymus-derived CD4-positive, alpha-beta T cell	H3K27me3	Histone ChIP-seq	f_2943
2944	ENCFF603SAT	mean	CHIP	H3K27me3:UCSF-4	H3K27me3	Histone ChIP-seq	f_2944
2945	ENCFF234NTT	mean	CHIP	H3K4me1:Parathyroid adenoma male adult (65 years)	H3K4me1	Histone ChIP-seq	f_2945
2946	ENCFF894IHE	mean	CHIP	H3K4me2:neural stem progenitor cell originated from H1-hESC	H3K4me2	Histone ChIP-seq	f_2946
2947	ENCFF241ISR	mean	CHIP	ESRRA:K562	ESRRA	TF ChIP-seq	f_2947
2948	ENCFF418JEV	mean	CHIP	H3K27me3:pancreas female adult (30 years)	H3K27me3	Histone ChIP-seq	f_2948
2949	ENCFF917VNM	mean	CHIP	H3K79me2:trophoblast cell originated from H1-hESC	H3K79me2	Histone ChIP-seq	f_2949
2950	ENCFF710EXS	mean	CHIP	H3K4me3:caudate nucleus female adult (75 years)	H3K4me3	Histone ChIP-seq	f_2950
2951	ENCFF996IOS	mean	CHIP	H3K36me3:neuron originated from H9	H3K36me3	Histone ChIP-seq	f_2951
2952	ENCFF982AQL	mean	CHIP	SMARCA5:MCF-7	SMARCA5	TF ChIP-seq	f_2952
2953	ENCFF259CAK	mean	CHIP	H3K4me3:heart left ventricle male adult (34 years)	H3K4me3	Histone ChIP-seq	f_2953
2954	ENCFF702EUF	mean	CHIP	3xFLAG-ZFP64:HepG2 genetically modified using CRISPR	3xFLAG-ZFP64	TF ChIP-seq	f_2954
2955	ENCFF962KZP	mean	CHIP	PHF8:HepG2	PHF8	TF ChIP-seq	f_2955
2956	ENCFF435UFG	mean	CHIP	NFE2L2:HepG2	NFE2L2	TF ChIP-seq	f_2956
2957	ENCFF973WVY	mean	CHIP	H3K4me1:right lobe of liver female adult (53 years)	H3K4me1	Histone ChIP-seq	f_2957
2958	ENCFF194SCU	mean	CHIP	H3K9me3:liver male adult (78 years)	H3K9me3	Histone ChIP-seq	f_2958
2959	ENCFF043ERH	mean	CHIP	H3K9me3:peripheral blood mononuclear cell male adult (28 years)	H3K9me3	Histone ChIP-seq	f_2959
2960	ENCFF290ETW	mean	CHIP	H3K4me3:stomach female adult (53 years)	H3K4me3	Histone ChIP-seq	f_2960
2961	ENCFF649LJJ	mean	CHIP	eGFP-CEBPG:K562 genetically modified using stable transfection	eGFP-CEBPG	TF ChIP-seq	f_2961
2962	ENCFF620UYN	mean	CHIP	H3K4me1:spleen male adult (34 years)	H3K4me1	Histone ChIP-seq	f_2962
2963	ENCFF668AMF	mean	CHIP	H2BK15ac:mesenchymal stem cell originated from H1-hESC	H2BK15ac	Histone ChIP-seq	f_2963
2964	ENCFF835KBE	mean	CHIP	ARID2:K562	ARID2	TF ChIP-seq	f_2964
2965	ENCFF209EBN	mean	CHIP	POLR2AphosphoS5:suprapubic skin female adult (51 year)	POLR2AphosphoS5	TF ChIP-seq	f_2965
2966	ENCFF096QYY	mean	CHIP	H3K23ac:mesenchymal stem cell originated from H1-hESC	H3K23ac	Histone ChIP-seq	f_2966
2967	ENCFF961QGV	mean	CHIP	H2AFZ:PC-9	H2AFZ	Histone ChIP-seq	f_2967
2968	ENCFF231QIO	mean	CHIP	H3K9ac:Parathyroid adenoma male adult (62 years)	H3K9ac	Histone ChIP-seq	f_2968
2969	ENCFF355YUJ	mean	CHIP	BCLAF1:K562	BCLAF1	TF ChIP-seq	f_2969
2970	ENCFF592MXT	mean	CHIP	H3K27ac:endocrine pancreas adult (59 years)	H3K27ac	Histone ChIP-seq	f_2970
2971	ENCFF198JTS	mean	CHIP	CTCF:thyroid gland male adult (54 years)	CTCF	TF ChIP-seq	f_2971
2972	ENCFF703ZRL	mean	CHIP	CTCF:ovary female adult (53 years)	CTCF	TF ChIP-seq	f_2972
2973	ENCFF720TUF	mean	CHIP	H3K79me2:smooth muscle cell originated from H9	H3K79me2	Histone ChIP-seq	f_2973
2974	ENCFF275KBS	mean	CHIP	H3K4me1:MCF-7	H3K4me1	Histone ChIP-seq	f_2974
2975	ENCFF413MAJ	mean	CHIP	H3K4me3:SU-DHL-6	H3K4me3	Histone ChIP-seq	f_2975
2976	ENCFF043ZYE	mean	CHIP	H3K27ac:caudate nucleus male adult (81 year)	H3K27ac	Histone ChIP-seq	f_2976
2977	ENCFF006FDD	mean	CHIP	H3K27me3:caudate nucleus male adult (81 year)	H3K27me3	Histone ChIP-seq	f_2977
2978	ENCFF787EIU	mean	CHIP	H3K27me3:germinal matrix male embryo (20 weeks)	H3K27me3	Histone ChIP-seq	f_2978
2979	ENCFF153GCI	mean	CHIP	ZC3H8:K562	ZC3H8	TF ChIP-seq	f_2979
2980	ENCFF458LDQ	mean	CHIP	NRF1:K562	NRF1	TF ChIP-seq	f_2980
2981	ENCFF686GDH	mean	CHIP	CTCF:testis male adult (37 years)	CTCF	TF ChIP-seq	f_2981
2982	ENCFF532SLM	mean	CHIP	NR3C1:K562	NR3C1	TF ChIP-seq	f_2982
2983	ENCFF268YQQ	mean	CHIP	H3K9me3:amnion male embryo (16 weeks)	H3K9me3	Histone ChIP-seq	f_2983
2984	ENCFF683KUC	mean	CHIP	H3K27me3:trophoblast female embryo (40 weeks)	H3K27me3	Histone ChIP-seq	f_2984
2985	ENCFF591LCS	mean	CHIP	H3K36me3:H1-hESC	H3K36me3	Histone ChIP-seq	f_2985
2986	ENCFF988KQC	mean	CHIP	eGFP-ZNF747:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF747	TF ChIP-seq	f_2986
2987	ENCFF479OGO	mean	CHIP	3xFLAG-TEAD1:HepG2 genetically modified using CRISPR	3xFLAG-TEAD1	TF ChIP-seq	f_2987
2988	ENCFF448DIU	mean	CHIP	H3K36me3:mucosa of rectum female adult (50 years)	H3K36me3	Histone ChIP-seq	f_2988
2989	ENCFF027NWG	mean	CHIP	ZNF639:K562	ZNF639	TF ChIP-seq	f_2989
2990	ENCFF042DUU	mean	CHIP	H3K9me3:foreskin keratinocyte male newborn	H3K9me3	Histone ChIP-seq	f_2990
2991	ENCFF689XXW	mean	CHIP	H3K27ac:placenta female embryo (113 days)	H3K27ac	Histone ChIP-seq	f_2991
2992	ENCFF456EBZ	mean	CHIP	H3K14ac:trophoblast cell originated from H1-hESC	H3K14ac	Histone ChIP-seq	f_2992
2993	ENCFF453PFK	mean	CHIP	H3K36me3:prostate male adult (54 years)	H3K36me3	Histone ChIP-seq	f_2993
2994	ENCFF015PTE	mean	CHIP	H3K27ac:chorion female embryo (40 weeks)	H3K27ac	Histone ChIP-seq	f_2994
